word, core, background
nandhiya            , 0.00010377, 4.8853e-15
daddy               , 0.00010376, 3.4141e-09
jamiya              , 0.00010377, 6.0804e-30
nursery             , 1.0708e-29, 0.00024322
gugan               , 0.00010377, 6.0804e-30
vadivel             , 0.00010377, 6.0804e-30
mopparappan         , 0.00010377, 6.0804e-30
sangeetha           , 0.00072639, 5.1635e-14
aj                  , 5.1885e-05, 3.0402e-05
ghar                , 1.0377e-29, 6.0804e-05
kattabomman         , 0.00020754, 6.0804e-30
sengazhaniamman     , 0.00010377, 6.0804e-30
appavu              , 0.00010377, 6.0804e-30
chokalingam         , 0.00010377, 6.0804e-30
subramaniyan        , 0.00010377, 6.0804e-30
remote              , 5.1885e-05, 3.0402e-05
passport            , 5.3074e-17, 6.0804e-05
tiruvenkataswamy    , 0.00010377, 6.0804e-30
asters              , 0.00010377, 6.0804e-30
greenfields         , 0.00010377, 6.0804e-30
hotels              , 0.00010377, 6.0804e-30
indus               , 0.00031131, 6.0804e-30
venkatadri          , 0.00020754, 6.0804e-30
nh5                 , 1.0377e-29, 6.0804e-05
guru                , 2.578e-12, 0.00042563
enttex              , 0.00010377, 6.0804e-30
founders            , 0.00010377, 6.0804e-30
theagaraya          , 0.00010377, 6.0804e-30
tneb                , 0.00030965, 0.00012258
selva               , 1.2857e-05, 0.00017488
chetty              , 0.00016625, 0.0025172
khans               , 1.0377e-29, 6.0804e-05
kuberan             , 0.00020754, 6.0804e-30
jagannathapuram     , 0.00010377, 6.0804e-30
syrian              , 0.00010377, 6.0804e-30
apt                 , 1.8733e-29, 0.00012161
icici               , 0.00051885, 6.0804e-30
valluvan            , 0.00010377, 6.0804e-30
mottai              , 0.00010377, 6.0804e-30
gpo                 , 0.00010377, 6.0804e-30
petrol              , 1.5479e-14, 0.00060804
3rh                 , 0.00010377, 6.0804e-30
vaidhyanajhan       , 5.1885e-05, 3.0402e-05
pattrawalkam        , 0.00010377, 6.0804e-30
rajeev              , 0.00020754, 6.0804e-30
saloon              , 0.00020739, 0.0001825
pillayarkoil        , 0.00010377, 6.0804e-30
kuttigramani        , 0.00010377, 6.0804e-30
manusamaj           , 0.00010377, 6.0804e-30
link                , 0.00092365, 0.00091808
pg                  , 0.00010377, 6.0804e-30
maruthu             , 3.288e-05, 4.1538e-05
rink                , 0.0001037, 4.1001e-08
manimekalai         , 0.00010377, 6.0804e-30
parsan              , 0.00010377, 6.0804e-30
pallavakkam         , 0.00020754, 6.0804e-30
sitaram             , 0.00010377, 6.0804e-30
pashupavathiammal   , 0.00010377, 6.0804e-30
haji                , 2.9649e-09, 0.00012161
gandki              , 0.00010377, 6.0804e-30
harmony             , 5.1885e-05, 3.0402e-05
biryani             , 1.0377e-29, 0.00012161
ayanambakkam        , 0.00010377, 6.0804e-30
pazhamudir          , 0.00010377, 6.0804e-30
bypass              , 5.1132e-05, 0.00063888
krishna             , 0.0021691, 0.00018829
otter               , 0.00010377, 6.0804e-30
manchicam           , 0.00010377, 6.0804e-30
masurum             , 0.00010377, 6.0804e-30
kulasekaran         , 0.00010377, 6.0804e-30
a1                  , 0.00010377, 6.0804e-30
subba               , 0.00020754, 6.0804e-30
112                 , 1.0377e-29, 6.0804e-05
adisankaran         , 0.00010377, 6.0804e-30
streetveera         , 1.0377e-29, 6.0804e-05
vinayagar           , 0.0011085, 0.0011138
tm                  , 0.00010377, 6.0804e-30
aparts              , 0.00010377, 6.0804e-30
controller          , 1.0377e-29, 0.00012161
spencers            , 0.00072639, 6.0804e-30
meccapuram          , 0.00010377, 6.0804e-30
joy                 , 3.4353e-05, 4.0675e-05
dasan               , 6.3144e-23, 0.00012161
punjab              , 0.00020754, 6.0804e-30
arumugam            , 0.00031131, 6.0804e-30
shell               , 0.00041508, 6.0804e-30
kannaki             , 0.00010377, 6.0804e-30
alagar              , 0.00010377, 6.0804e-30
ashwini             , 0.00010377, 6.0804e-30
39th                , 0.00020754, 6.0804e-30
gilani              , 0.00010377, 6.0804e-30
bilabong            , 5.1149e-05, 3.0833e-05
gajapathy           , 0.00041508, 6.0804e-30
kasturibai          , 0.00072639, 2.734e-18
dmellows            , 0.00020754, 6.0804e-30
venus               , 0.00041508, 6.0804e-30
ameerjaan           , 0.00010377, 6.0804e-30
training            , 5.0973e-10, 0.00042563
shrine              , 2.05e-20, 0.00024322
friends             , 0.00010377, 6.0804e-30
patters             , 0.00010377, 6.0804e-30
spices              , 3.623e-06, 0.00011949
padmavathi          , 0.00028481, 1.5529e-05
mb                  , 0.00010377, 6.0804e-30
manikandan          , 0.00010377, 6.0804e-30
kandaswamy          , 0.00020754, 6.0804e-30
vasudev             , 0.00010377, 6.0804e-30
poondi              , 5.1885e-05, 3.0402e-05
thambi              , 4.6732e-05, 0.00033744
pulianthope         , 0.00020754, 6.0804e-30
kannigapuram        , 0.00010377, 6.0804e-30
sunkuwar            , 0.00010377, 6.0804e-30
rani                , 0.00012875, 0.00041099
stationery          , 5.1885e-05, 3.0402e-05
chintadripet        , 0.00067081, 9.3368e-05
bungam              , 0.00010377, 6.0804e-30
department          , 4.3318e-10, 0.0011553
char                , 0.00010377, 6.0804e-30
kulathuvancheri     , 0.00010377, 6.0804e-30
ss                  , 0.00020754, 6.0804e-30
owners              , 0.00010377, 6.0804e-30
mahdi               , 0.00010377, 6.0804e-30
vels                , 0.00010377, 6.0804e-30
kasthuri            , 5.1885e-05, 3.0402e-05
thiru               , 0.0010377, 1.0544e-12
pudhur              , 0.00010377, 6.0804e-30
kalyana             , 1.028e-26, 0.0011553
environmental       , 8.6865e-05, 0.00013151
shankaranarayana    , 0.00010377, 6.0804e-30
wangs               , 0.00020754, 6.0804e-30
b10                 , 0.00010377, 6.0804e-30
reservoir           , 0.00010377, 0.00012161
lakshmipuram        , 0.00051885, 6.0804e-30
francis             , 3.786e-05, 0.00028184
intellectus         , 0.00010377, 6.0804e-30
thirupalaivanam     , 1.0377e-29, 6.0804e-05
driveway            , 5.1885e-05, 3.0402e-05
70ft                , 0.00010377, 6.0804e-30
bazaar              , 0.0011964, 0.00063663
masuran             , 0.00010377, 6.0804e-30
nabard              , 0.00010377, 6.0804e-30
ld                  , 0.00010377, 6.0804e-30
96th                , 0.00010377, 6.0804e-30
bommiyalayyar       , 0.00010377, 6.0804e-30
quaters             , 0.00029047, 1.2214e-05
santhi              , 0.00010377, 4.8544e-17
86                  , 9.2123e-05, 6.8244e-06
gebi                , 1.0377e-29, 6.0804e-05
4467                , 0.00010377, 6.0804e-30
murali              , 0.00010377, 6.0804e-30
giraffee            , 0.00010377, 6.0804e-30
junction            , 2.2576e-18, 0.00091206
indainoil           , 0.00010377, 6.0804e-30
cee                 , 1.0377e-29, 6.0804e-05
aryan               , 0.00010377, 6.0804e-30
sabari              , 0.00010377, 6.0804e-30
jothiammal          , 0.00010377, 6.0804e-30
sss                 , 1.8188e-14, 0.00018241
28th                , 0.00041508, 6.0804e-30
fairland            , 5.1885e-05, 3.0402e-05
oaktree             , 0.00010377, 6.0804e-30
navalur             , 0.00010377, 6.0804e-30
level               , 0.00010377, 6.0804e-30
thiyagarajaswamy    , 0.00010377, 6.0804e-30
shenoy              , 0.00051885, 2.7677e-19
monian              , 0.00010377, 6.0804e-30
sorancheri          , 0.00010377, 6.0804e-30
church              , 0.0010062, 0.0043355
muttukaadu          , 0.00020754, 6.0804e-30
trust               , 0.0019422, 0.00044285
jeeva               , 0.00051871, 8.4079e-08
swastiks            , 0.00010377, 6.0804e-30
hazari              , 0.00010377, 6.0804e-30
11                  , 6.9063e-10, 6.0804e-05
simulation          , 1.6604e-08, 6.0794e-05
austria             , 0.00010377, 6.0804e-30
venkatareddypalayam , 0.00010377, 6.0804e-30
grama               , 0.00020754, 6.0804e-30
karl                , 5.1885e-05, 3.0402e-05
c1                  , 0.00010377, 6.0804e-30
kushkumar           , 0.00010377, 6.0804e-30
sr                  , 3.8918e-11, 0.00012161
ayyapanthangal      , 0.00010377, 6.0804e-30
sinnett             , 0.00010377, 6.0804e-30
5thcross            , 0.00010377, 6.0804e-30
bharma              , 5.1885e-05, 3.0402e-05
sbt                 , 0.00010377, 6.0804e-30
amaravathi          , 0.00010377, 6.0804e-30
nageswara           , 0.00020754, 6.0804e-30
parivakkam          , 0.00010377, 6.0804e-30
omandurar           , 0.00010377, 6.0804e-30
petroleum           , 1.0379e-29, 0.00030402
rajakilpakkam       , 0.00020754, 6.0804e-30
shanti              , 0.0010377, 6.0804e-30
caldwell            , 0.00010377, 6.0804e-30
entrance            , 1.6105e-28, 0.00012161
vijay               , 0.00015082, 0.00033725
ottiambakkam        , 0.00020754, 6.0804e-30
nivas               , 1.0377e-29, 0.00012161
vinayagapuram       , 0.00031131, 2.1992e-14
dhobi               , 0.00010377, 6.0805e-05
gamesa              , 0.00010377, 6.0804e-30
artists             , 1.6274e-10, 6.0804e-05
chandra             , 6.5484e-08, 0.00030398
velayudham          , 0.00010377, 6.0804e-30
bakthavachalam      , 0.00036169, 3.1284e-05
gujarati            , 5.1885e-05, 3.0402e-05
anandawar           , 0.00010377, 6.0804e-30
electonics          , 0.00010377, 6.0804e-30
zindad              , 0.00010377, 6.0804e-30
js                  , 5.1529e-05, 3.0611e-05
browsing            , 1.0377e-29, 6.0804e-05
hs                  , 0.00010376, 7.6925e-09
bojaraja            , 0.00010377, 6.0804e-30
subregistrar        , 0.00020754, 6.0804e-30
elementary          , 4.2199e-05, 3.6077e-05
trade               , 0.00020754, 6.0804e-30
ezhil               , 0.00010377, 6.0804e-30
amarisa             , 5.1885e-05, 3.0402e-05
murukan             , 0.00010377, 6.0804e-30
akilan              , 0.00010377, 6.0804e-30
vallam              , 0.00010376, 8.6289e-09
reliance            , 0.00051026, 6.5837e-05
periyalwar          , 0.00010377, 6.0804e-30
fakir               , 0.00031131, 6.0804e-30
shree               , 8.3206e-15, 0.00012161
nellikuppam         , 0.00020754, 6.0804e-30
national            , 3.1633e-20, 0.00085126
sadasivam           , 0.00041508, 6.0804e-30
c6                  , 0.00010377, 6.0804e-30
kovilpadagai        , 0.00031131, 6.0804e-30
puliyamara          , 0.00010377, 6.0804e-30
kalaignar           , 0.00051885, 3.0713e-11
senthil             , 0.00051885, 2.4376e-17
latha               , 0.00010384, 6.076e-05
alamadhi            , 0.00020754, 7.7892e-11
vengeeswaram        , 0.00010377, 6.0804e-30
pricewaterhouse     , 5.1885e-05, 3.0402e-05
adigalar            , 1.0377e-29, 6.0804e-05
100                 , 0.00020754, 6.0804e-30
special             , 0.00010377, 6.0804e-30
crystallography     , 5.1885e-05, 3.0402e-05
khander             , 0.00020754, 6.0804e-30
vilasam             , 0.00010377, 6.0804e-30
eci                 , 0.00031131, 6.0804e-30
sunnambu            , 1.6114e-25, 0.00024322
ks                  , 0.00010377, 6.0804e-30
abt                 , 0.00010357, 1.171e-07
nu                  , 1.0377e-29, 6.0804e-05
pachiya             , 5.1885e-05, 3.0402e-05
viswanathapuram     , 0.00020754, 6.0804e-30
region              , 1.0377e-29, 6.0804e-05
jail                , 0.00041508, 6.0804e-30
shakti              , 0.00072639, 6.0804e-30
seethmahal          , 0.00062262, 6.0804e-30
tiger               , 0.00010377, 0.00012161
shalom              , 0.00010377, 6.0804e-30
complex             , 3.8915e-17, 0.0015809
naikkan             , 1.0377e-29, 6.0804e-05
mathus              , 0.00010377, 6.0804e-30
schenker            , 5.1885e-05, 3.0402e-05
barbecue            , 5.1885e-05, 3.0402e-05
kaniamman           , 0.00010377, 6.0804e-30
kundarthur          , 1.0377e-29, 6.0804e-05
visible             , 7.1405e-05, 1.8964e-05
bawaa               , 0.00010377, 6.0804e-30
round               , 1.0377e-29, 6.0804e-05
airconditioning     , 4.9142e-05, 3.2009e-05
adigal              , 0.00031057, 6.124e-05
ikkat               , 1.0377e-29, 6.0804e-05
kathipara           , 0.00041508, 4.9062e-14
hlc                 , 0.00010377, 6.0804e-30
humanities          , 0.00010377, 6.0804e-30
baratidasan         , 0.00010377, 6.0804e-30
25th                , 0.00041508, 6.0804e-30
unknown             , 0.00020754, 6.0804e-30
aanjaneya           , 0.00011859, 0.00017373
deparment           , 5.1885e-05, 3.0402e-05
ispahani            , 0.00010377, 6.0804e-30
hanumantharayan     , 0.00031131, 6.0804e-30
iyyappan            , 0.00010377, 6.0804e-30
podar               , 0.00010377, 6.0804e-30
muchachi            , 0.00010377, 6.0804e-30
aiadmk              , 0.00010377, 6.0804e-30
50th                , 0.00020754, 6.0804e-30
perianna            , 0.00020754, 6.0804e-30
sbi                 , 0.0012065, 0.00014428
agarwals            , 0.00010377, 6.0804e-30
vasuki              , 0.00010377, 6.0804e-30
tyres               , 1.0377e-29, 0.00012161
mnm                 , 0.00010377, 6.0804e-30
thiruverkadu        , 0.00023917, 0.00010308
media               , 5.1885e-05, 3.0402e-05
lady                , 1.0377e-29, 0.00024322
kcg                 , 0.00010377, 6.0804e-30
milagu              , 0.00010377, 6.0804e-30
66th                , 0.00010377, 6.0804e-30
sundramoor          , 5.1885e-05, 3.0402e-05
mill                , 0.00012086, 0.0001724
avenue              , 0.0010004, 0.0081088
abdur               , 1.074e-29, 0.00012161
nakoda              , 5.1885e-05, 3.0402e-05
navashakthi         , 0.00010377, 4.0504e-20
harrington          , 0.00089586, 0.00044793
hairdresses         , 0.00010377, 6.0804e-30
e                   , 0.00053528, 0.000416
sbm                 , 0.00010377, 6.0804e-30
tourism             , 0.00010377, 6.0804e-30
papier              , 5.1154e-05, 3.083e-05
yadaval             , 0.00020754, 6.0804e-30
through             , 1.0377e-29, 0.00018241
hafiz               , 0.00010377, 6.0804e-30
265h                , 0.00010377, 6.0804e-30
dawood              , 0.00010377, 6.0804e-30
flyover             , 2.5829e-25, 0.0015201
boodha              , 0.00010377, 6.0804e-30
jawahar             , 0.00051885, 6.0804e-30
mk                  , 0.00010377, 6.0804e-30
kathiresan          , 1.6305e-05, 5.125e-05
wesley              , 0.00031131, 6.0804e-30
srinivasanp         , 0.00010377, 6.0804e-30
donic               , 1.0377e-29, 6.0804e-05
synthetic           , 1.0377e-29, 6.0804e-05
test                , 1.0377e-29, 0.00012161
easwaran            , 0.0003113, 3.9378e-09
bakiyam             , 0.00010377, 6.0804e-30
nandiambakkam       , 0.00010377, 6.0804e-30
flats               , 1.7509e-20, 0.0010337
bone                , 0.00010377, 6.0804e-30
board               , 0.00048013, 0.00026591
poompozhil          , 0.00010377, 6.0804e-30
orakadu             , 0.00020754, 6.0804e-30
natwest             , 5.1885e-05, 3.0402e-05
seethammal          , 0.00072639, 6.0804e-30
snack               , 0.00010377, 6.0804e-30
hsbc                , 0.00010377, 6.0804e-30
automobiles         , 5.1885e-05, 3.0402e-05
ramakrishna         , 0.0022829, 2.2074e-18
bakers              , 0.00020754, 6.0804e-30
ganesh              , 0.00083016, 6.0804e-30
telegraph           , 0.00018844, 0.0001328
nmk                 , 0.00010377, 6.0804e-30
chepauk             , 0.00024918, 9.721e-05
murahari            , 0.00010377, 6.0804e-30
pazhamudhircholai   , 0.00010377, 6.0804e-30
maduvu              , 0.00010377, 6.0804e-30
44th                , 0.00020754, 6.0804e-30
chemistry           , 7.3485e-15, 0.00012161
b18                 , 0.00010377, 6.0804e-30
manicka             , 0.00010377, 6.0804e-30
lights              , 0.00012871, 0.0001678
guna                , 0.00010377, 6.0804e-30
gupta               , 0.00010377, 6.0804e-30
mast                , 5.1885e-05, 3.0402e-05
eri                 , 1.0377e-29, 0.00012161
cabs                , 5.1885e-05, 3.0402e-05
shaik               , 5.1885e-05, 3.0402e-05
barracks            , 0.00051884, 5.0155e-09
suprabhat           , 0.00010377, 6.0804e-30
ocean               , 0.00020754, 0.00012161
polo                , 0.00010377, 6.0804e-30
angadu              , 0.00010377, 6.0804e-30
moovarasampettai    , 0.00031131, 6.0804e-30
swathartara         , 0.00010377, 6.0804e-30
iitmrp              , 0.00010377, 6.0804e-30
sarvepalli          , 0.00010377, 6.0804e-30
tiruvalleshwarar    , 0.00010377, 6.0804e-30
bible               , 0.00010377, 6.0804e-30
balusamy            , 0.00010377, 6.0804e-30
bangarammai         , 0.00010377, 6.0804e-30
junior              , 0.00010377, 6.0804e-30
kovilambakkam       , 0.00020754, 6.0804e-30
paneer              , 4.0084e-05, 3.7317e-05
rathnam             , 0.00020754, 6.0804e-30
banana              , 5.1885e-05, 3.0402e-05
athreyapuram        , 0.00010377, 6.0804e-30
jessan              , 0.00010377, 6.0804e-30
abusali             , 0.00010377, 6.0804e-30
rolex               , 0.00010377, 6.0804e-30
kanakambal          , 5.1885e-05, 3.0402e-05
148                 , 0.00010377, 6.0804e-30
tech                , 3.1256e-29, 0.00079045
si                  , 1.0377e-29, 0.00012161
marigold            , 0.00010377, 6.0804e-30
bella               , 5.1885e-05, 3.0402e-05
agraharam           , 0.00028791, 0.00037853
mudalai             , 2.0411e-15, 6.0804e-05
bharathmatha        , 0.00010377, 6.0804e-30
suzuki              , 5.1072e-07, 0.00012131
thalamuthu          , 0.00010377, 6.0804e-30
collins             , 0.00010377, 6.0804e-30
body                , 1.0377e-29, 0.00012161
latta               , 0.00010377, 6.0804e-30
le                  , 0.00010925, 0.0001792
netralaya           , 0.00010376, 7.9035e-09
parsn               , 5.1885e-05, 3.0402e-05
kovil               , 1.1428e-05, 0.0011486
apparels            , 0.00010377, 6.0804e-30
battlr              , 2.092e-05, 4.8546e-05
gynaecology         , 3.459e-05, 4.0536e-05
narada              , 0.00010377, 6.0804e-30
freight             , 0.00015958, 2.8104e-05
excellence          , 2.2163e-22, 0.00024322
supermarket         , 1.0499e-28, 0.0012769
pilot               , 0.00020754, 6.0804e-30
veeraraghavan       , 0.00010377, 6.0804e-30
ayappanthangal      , 0.00010377, 6.0804e-30
fires               , 3.1763e-05, 4.2192e-05
balan               , 0.00010377, 6.0804e-30
adiyan              , 0.00010377, 6.0804e-30
sothuperumbedu      , 0.00010377, 6.0804e-30
nation              , 5.1885e-05, 3.0402e-05
dome                , 0.00010377, 6.0804e-30
air                 , 1.0377e-29, 0.00012161
brick               , 1.0377e-29, 0.00018241
house               , 0.00017677, 0.003119
bose                , 0.00010462, 0.00024271
banganu             , 0.00010377, 6.0804e-30
nagappa             , 0.00020754, 6.0804e-30
something           , 1.0377e-29, 6.0804e-05
mental              , 1.0377e-29, 6.0804e-05
photostudio         , 0.00010377, 6.0804e-30
omr                 , 0.00010377, 6.0804e-30
samsung             , 0.00010378, 6.0799e-05
rasappan            , 5.1885e-05, 3.0402e-05
sheethmal           , 0.00041508, 6.0804e-30
apolo               , 6.3522e-05, 2.3583e-05
quaidemilleth       , 0.00020754, 6.0804e-30
hiranandani         , 0.00010377, 6.0804e-30
omelette            , 0.00010377, 6.0804e-30
accountants         , 0.00010377, 6.0804e-30
ambedkar            , 0.0012452, 6.0804e-30
lutharam            , 0.00010377, 6.0804e-30
nagathamman         , 0.00020754, 6.0804e-30
niligiris           , 0.00010377, 6.0804e-30
nagamani            , 0.00031131, 6.0804e-30
ambika              , 0.00051885, 6.0804e-30
ebony               , 4.0022e-05, 3.7353e-05
veerar              , 0.00010377, 6.0804e-30
zulekha             , 1.0377e-29, 6.0804e-05
aided               , 1.0377e-29, 6.0804e-05
mangai              , 5.1151e-05, 3.0832e-05
honda               , 1.1419e-19, 0.00024322
pandiar             , 3.288e-05, 4.1538e-05
mapushkanpet        , 0.00010377, 6.0804e-30
doveton             , 0.00020754, 6.0804e-30
vodafone            , 0.00010377, 6.0804e-30
balaj               , 0.00010377, 6.0804e-30
kaliamman           , 0.00031131, 6.0804e-30
varadarajan         , 0.00010377, 6.0804e-30
carbide             , 0.00010377, 6.0804e-30
vajra               , 5.1885e-05, 3.0402e-05
ma                  , 0.00051885, 1.945e-11
ramar               , 0.00022021, 0.00011419
nilla               , 5.1885e-05, 3.0402e-05
dharmraja           , 0.00020754, 6.0804e-30
starlight           , 5.1149e-05, 3.0833e-05
manappa             , 0.00010377, 6.0804e-30
iocl                , 0.00010377, 6.0804e-30
rajagopal           , 0.00020754, 6.0804e-30
ovenfresh           , 0.00010377, 6.0804e-30
appakadai           , 0.00010377, 6.0804e-30
dwaraka             , 0.00031131, 6.0804e-30
jabbari             , 0.00010377, 6.0804e-30
agarwal             , 0.00031131, 6.0804e-30
est                 , 1.4971e-19, 6.0804e-05
pallavaram          , 0.00093393, 8.0332e-19
nava                , 1.0377e-29, 0.00012161
ananda              , 0.0005427, 0.00029004
xaviers             , 0.00020754, 6.0804e-30
polytechnic         , 4.9365e-20, 0.00012161
fishing             , 1.0377e-29, 6.0804e-05
duraisamy           , 0.00020754, 6.0804e-30
chapel              , 3.115e-12, 6.0804e-05
madhava             , 0.00020754, 6.0804e-30
area                , 0.00074481, 0.00053644
railways            , 1.0377e-29, 0.00012161
govindu             , 0.00010377, 6.0804e-30
enfield             , 1.8825e-08, 0.0001216
campus              , 7.8248e-19, 0.00042563
zam                 , 0.00024346, 3.9755e-05
palmgrove           , 0.00020754, 8.1007e-20
uthandi             , 0.00020754, 6.0804e-30
dollars             , 5.1885e-05, 3.0402e-05
natesan             , 0.00051885, 6.0804e-30
secondary           , 4.2413e-15, 0.003405
shafee              , 0.00010377, 6.0804e-30
moideen             , 0.00010376, 7.9009e-09
ayyanar             , 0.00031131, 6.0804e-30
landmark            , 0.00010377, 6.0804e-30
cotton              , 0.00017161, 8.1858e-05
valasaravakkam      , 0.00010377, 6.0804e-30
56th                , 0.00010377, 6.0804e-30
rainbow             , 1.0377e-29, 6.0804e-05
krishnampettai      , 0.00010377, 6.0804e-30
venkataraman        , 0.00010377, 6.0804e-30
mfl                 , 1.9121e-05, 4.96e-05
challadai           , 5.1885e-05, 3.0402e-05
kolaperumal         , 0.00010377, 6.0804e-30
delhi               , 0.00020754, 6.0804e-30
lourdes             , 5.0203e-08, 6.0775e-05
94th                , 0.00010377, 6.0804e-30
viswaroopa          , 0.00010377, 6.0804e-30
banks               , 0.00010377, 6.0804e-30
industries          , 1.6426e-17, 0.00018241
bakthavatchalam     , 0.00020754, 6.0804e-30
ruby                , 0.00020754, 6.0804e-30
ekkattuthangal      , 0.00010377, 6.0804e-30
circular            , 0.0010377, 6.0804e-30
hh                  , 0.00010377, 6.0804e-30
homeo               , 1.0377e-29, 0.00012161
sun                 , 0.00010377, 6.0804e-30
befe                , 0.00010377, 6.0804e-30
venugopal           , 0.00020754, 7.1327e-14
seethapathy         , 0.00031131, 1.7653e-10
parasuraman         , 0.00010377, 6.0804e-30
adanjan             , 0.00010377, 6.0804e-30
marrybrown          , 0.00010377, 6.0804e-30
salt                , 5.1885e-05, 3.0402e-05
medicine            , 6.5263e-06, 5.698e-05
jyothi              , 1.0377e-29, 0.00012161
amrutanjam          , 0.00010377, 6.0804e-30
mayor               , 1.7419e-29, 0.00060804
tnpl                , 0.00010377, 6.0804e-30
nichols             , 0.00010377, 6.0804e-30
dayarathivanam      , 0.00010377, 6.0804e-30
jeevanathan         , 0.00010377, 6.0804e-30
thirumanangeeswarar , 4.447e-05, 3.4747e-05
ramamurthy          , 0.00010377, 6.0804e-30
slip                , 5.1885e-05, 3.0402e-05
kstore              , 0.00010377, 6.0804e-30
l1                  , 0.00010377, 6.0804e-30
avvai               , 0.00041852, 0.00036281
arokkin             , 0.00010377, 6.0804e-30
cofee               , 0.00010377, 6.0804e-30
peeliamman          , 0.00020754, 6.0804e-30
madipakkam          , 0.00051885, 6.0804e-30
jn                  , 0.00010377, 6.0804e-30
geoinformatics      , 0.00010377, 6.0804e-30
great               , 5.0719e-05, 3.1085e-05
vemballiamman       , 0.00010377, 6.0804e-30
balasubramaniam     , 0.00011935, 0.00023409
mgr                 , 0.0021682, 6.7221e-05
nakkeeran           , 0.00010377, 6.0804e-30
su                  , 2.3961e-05, 4.6764e-05
82                  , 5.1885e-05, 3.0402e-05
transfer            , 4.9133e-05, 3.2014e-05
breads              , 0.00010377, 6.0804e-30
eldams              , 0.00031131, 6.0804e-30
c12                 , 0.00010377, 6.0804e-30
ra                  , 0.00041444, 3.7215e-07
maamis              , 0.00010377, 6.0804e-30
race                , 0.00011268, 0.00011639
biochemistry        , 0.00010377, 6.0804e-30
kanakadhara         , 1.0377e-29, 6.0804e-05
adyog               , 0.00010377, 6.0804e-30
akbar               , 0.00010377, 1.0295e-11
kiln                , 0.00010377, 6.0804e-30
whannels            , 0.00010377, 6.0804e-30
sennaiamman         , 0.00010377, 6.0804e-30
jaggampet           , 0.00010377, 6.0804e-30
jeevanandan         , 0.00010377, 6.0804e-30
cattle              , 1.0377e-29, 6.0804e-05
morai               , 0.00010377, 6.0804e-30
krupa               , 5.1885e-05, 3.0402e-05
spic                , 0.00031131, 6.0804e-30
tennis              , 0.00032576, 0.00017394
orchid              , 0.00020754, 6.0804e-30
vellayan            , 0.00010377, 6.0804e-30
ponappa             , 0.00030997, 6.1591e-05
ap                  , 5.1885e-05, 3.0402e-05
vidyalayas          , 1.168e-09, 6.0803e-05
lloyds              , 0.00062262, 6.0804e-30
departures          , 0.00010377, 6.0804e-30
madrasi             , 0.00010377, 6.0804e-30
misthri             , 5.1885e-05, 3.0402e-05
marwadi             , 0.00010377, 6.0804e-30
ramachandra         , 0.00031131, 6.0804e-30
psb                 , 0.00010377, 6.0804e-30
viswamelu           , 0.00010377, 6.0804e-30
royal               , 0.0007187, 6.5308e-05
subramaniam         , 0.00020754, 0.00012161
olcott              , 0.00010377, 6.0804e-30
sivasubramanya      , 1.5823e-09, 6.0803e-05
shanmuga            , 0.00012519, 0.00016986
cube                , 5.1885e-05, 3.0402e-05
apr                 , 0.00010377, 6.0804e-30
by                  , 5.0803e-12, 0.00018241
noothanchery        , 0.00010377, 6.0804e-30
nammalwar           , 0.00020754, 6.0804e-30
bundar              , 2.5707e-12, 6.0804e-05
sambiar             , 0.00010377, 6.0804e-30
audiappan           , 5.1885e-05, 3.0402e-05
rokiyam             , 5.1885e-05, 3.0402e-05
hd                  , 0.00010377, 6.0804e-30
ration              , 0.00020754, 6.1409e-15
asv                 , 5.0873e-05, 3.0995e-05
palaniswami         , 0.00010377, 6.0804e-30
laws                , 0.00010377, 6.0804e-30
gurunath            , 0.00021089, 5.884e-05
solutions           , 1.0377e-29, 0.00042563
kun                 , 0.00020754, 6.0804e-30
x1                  , 0.00010377, 6.0804e-30
jeppiar             , 0.00010377, 6.0804e-30
balamurugan         , 0.00020754, 6.0804e-30
baboon              , 5.1885e-05, 3.0402e-05
mongar              , 0.00020754, 6.0804e-30
sabha               , 5.5122e-19, 0.00036482
medical             , 7.3521e-24, 0.0010945
vara                , 5.1883e-05, 3.0403e-05
haider              , 5.1885e-05, 3.0402e-05
land                , 0.00010377, 6.0804e-30
ramulu              , 0.00010377, 6.0804e-30
estate              , 2.675e-07, 0.0017024
lakshmipathi        , 1.0377e-29, 6.0804e-05
reenas              , 0.00010377, 6.0804e-30
thazhambur          , 0.00010377, 6.0804e-30
fancy               , 1.0377e-29, 0.00012161
raguhuvan           , 0.00010377, 6.0804e-30
rangaiah            , 0.00010377, 6.0804e-30
packaging           , 0.00010377, 6.0804e-30
sankari             , 5.1885e-05, 3.0402e-05
brackishwater       , 4.4647e-06, 5.8188e-05
kolapakkam          , 0.00010377, 6.0804e-30
stormwater          , 0.00010377, 6.0804e-30
nadar               , 6.3833e-20, 0.00018241
e2                  , 0.00010377, 8.7924e-10
lv                  , 0.00010377, 6.0804e-30
foods               , 0.00010377, 6.0804e-30
mancholai           , 0.00051885, 6.0804e-30
five                , 5.1885e-05, 3.0402e-05
ttk                 , 0.00020754, 6.0804e-30
adhilakshmi         , 0.00010377, 6.0804e-30
ponappan            , 0.00020754, 6.0804e-30
ooty                , 0.00010377, 4.1614e-11
bhujangarao         , 0.00010377, 6.0804e-30
harleys             , 0.00010377, 6.0804e-30
iind                , 1.8369e-05, 5.0041e-05
